token
"['peristiwa', 'temu', 'mayat', 'bakar', 'pek', 'sita', 'perhati', 'baca', 'simak']"
"['puluh', 'selancar', 'coba', 'takluk', 'ganas', 'ombak', 'pantai', 'parangtritis', 'bantul']"
"['stnk', 'tera', 'informasi', 'swdkllj', 'swdkllj', 'bayar', 'tahun', 'jelas']"
"['hati', 'hati', 'mudah', 'pancing', 'grusu', 'buru', 'calon', 'presiden', 'wakil', 'waktu', 'presiden', 'jokowi']"
"['foto', 'gus', 'ragil', 'gus', 'yaqut']"
"['polisi', 'ecek', 'benar', 'video', 'loka', 'polisi', 'sebut', 'video', 'tampak', 'kuntilanak', 'jaktim']"
"['artis', 'terpa', 'kabar', 'artis', 'tinggal', 'dunia', 'acha', 'septriasa', 'kabar', 'tinggal', 'dunia', 'judul', 'salah', 'video', 'youtube', 'duh']"
"['calon', 'jemaah', 'haji', 'sidoarjo', 'berangkat', 'jemaah', 'tunda', 'berangkat']"
"['motogp', 'catalunya', 'baju', 'balap', 'quartararo', 'buka', 'seri', 'motogp', 'jerman', 'sachsenring', 'gilir', 'kaca', 'helm', 'quartararo', 'lepas']"
"['triops', 'hewan', 'unik', 'mata', 'makhluk', 'zaman', 'purba', 'hidup', 'hewan', 'pelihara', 'manusia']"
"['gubernur', 'jabar', 'ridwan', 'kamil', 'bagi', 'momen', 'libur', 'atalia', 'praratya', 'anak']"
"['pep', 'guardiola', 'butuh', 'waktu', 'ganti', 'juanma', 'lillo', 'manchester', 'city', 'eks', 'pesepakbola', 'italia', 'enzo', 'maresca']"
"['keliru', 'pimpin', 'umat', 'katolik', 'dunia', 'peluk', 'islam', 'sebab', 'kena', 'serang', 'jantung', 'video', 'klaim', 'pimpin', 'katolik', 'dunia', 'peluk', 'islam', 'bagi', 'salah', 'akun', 'facebook', 'mei']"
"['tai', 'tzu', 'ying', 'tampil', 'juara', 'tunggal', 'putri', 'indonesia', 'open', 'pebulutangkis', 'peringkat', 'dunia', 'menang', 'rubber', 'game', 'wang', 'zhi', 'yi']"
"['arkana', 'aidan', 'misbach', 'anak', 'bungsu', 'ridwan', 'kamil', 'atalia', 'lipur', 'lara', 'lepas', 'pergi', 'emmeril', 'kahn', 'mumtadz', 'foto', 'foto', 'arkana']"
"['video', 'dukung', 'jokowi', 'periode', 'akun', 'nama', 'wibowo', 'wibowo', 'unggah', 'video', 'narasi', 'video', 'acara', 'dukung', 'jokowi', 'maju', 'periode']"
"['sangka', 'delmicron', 'varian', 'corona', 'kombinasi', 'delta', 'omicron', 'varian', 'delmicron', 'belaka']"
"['dakwa', 'adam', 'ibrahim', 'sesal', 'aku', 'salah', 'kait', 'sebar', 'babi', 'ngepet', 'depok', 'adam', 'buka', 'buka']"
"['kondisi', 'dunia', 'kurang', 'pangan', 'krisis', 'pangan', 'tanam', 'bahan', 'pokok', 'mutlak', 'penuh', 'pangan', 'butuh', 'jokowi']"
"['winger', 'muda', 'real', 'madrid', 'rodrygo', 'goes', 'kilap', 'musim', 'tiga', 'rodrygo', 'klaim', 'tolak', 'tawar', 'gabung', 'barcelona', 'madrid']"
"['foto', 'wisuda', 'jokowi', 'akun', 'facebook', 'unggah', 'foto', 'sosok', 'jokowi', 'klaim', 'momen', 'jokowi', 'wisuda']"
"['wakil', 'gubernur', 'dki', 'jakarta', 'ahmad', 'riza', 'patria', 'sila', 'mui', 'dki', 'tentara', 'siber', 'rang', 'buzzer', 'serang', 'ulama', 'anies', 'baswedan', 'riza', 'sebut', 'media', 'sosial']"
"['media', 'asing', 'sorot', 'tragedi', 'stadion', 'kanjuruhan', 'kantor', 'berita', 'utama', 'inggris', 'jerman', 'amerika', 'serikat', 'lapor', 'ratus', 'korban', 'tewas']"
"['yuta', 'watanabe', 'arisa', 'higashino', 'puas', 'runner', 'up', 'indonesia', 'open', 'ganda', 'jepang', 'aku', 'lawan', 'main', 'cepat']"
"['adil', 'negeri', 'depok', 'gelar', 'sidang', 'tuntut', 'dakwa', 'adam', 'ibrahim', 'babi', 'ngepet', 'tuntut', 'hukum', 'tahun', 'penjara', 'jaksa', 'tuntut', 'umum', 'jpu']"
"['kualitas', 'udara', 'jakarta', 'catat', 'salah', 'buruk', 'dunia', 'pek', 'dlh', 'dki', 'menep', 'gelar', 'juara', 'dunia', 'buruk', 'kualitas', 'udara']"
"['patung', 'jenderal', 'sudirman', 'dukuh', 'jakarta', 'sasar', 'aksi', 'vandalisme', 'keramik', 'patung', 'coret', 'coret', 'ulah', 'tangan', 'jahil', 'kenal']"
"['mayat', 'temu', 'tas', 'merah', 'kondisi', 'busuk', 'polisi', 'duga', 'mayat', 'tinggal', 'simak', 'berita', 'lengkap', 'via']"
"['tum', 'pkb', 'muhaimin', 'iskandar', 'temu', 'tum', 'gerindra', 'prabowo', 'subianto', 'kertanegara', 'malam', 'momen', 'temu']"
"['salin', 'berita', 'acara', 'periksa', 'bap', 'hendra', 'benar', 'terang', 'hendra', 'nama', 'pesawat']"
"['masif', 'internet', 'berita', 'ecek', 'berita']"
"['hari', 'covid', 'indonesia', 'tembus', 'angka', 'ribu', 'sebab', 'ajar', 'duga', 'kerucut']"
"['gagal', 'jantung', 'kondisi', 'otot', 'jantung', 'fungsi', 'normal', 'gagal', 'jantung', 'pulih', 'persen', 'fakta']"
"['situs', 'nama', 'socialspy', 'whatsapp', 'bahan', 'bincang', 'narasi', 'pakai', 'sadap', 'cakap', 'whatsapp']"
"['menhan', 'prabowo', 'subianto', 'ajar', 'gibran', 'rakabuming', 'raka', 'kuda', 'momen', 'prabowo', 'hadiah', 'sepatu', 'kuda', 'gibran', 'jan', 'ethes']"
"['keluarga', 'korban', 'tinggal', 'tabrak', 'untun', 'jalur', 'denpasar', 'singaraja', 'banjar', 'pacung', 'desa', 'camat', 'baturiti', 'usaha', 'bus', 'tanggung']"
"['polisi', 'aman', 'kait', 'viral', 'acara', 'bau', 'sensual', 'tajuk', 'bungkus', 'night', 'jakarta', 'selatan', 'periksa']"
"['dakwa', 'adam', 'ibrahim', 'tuntut', 'tahun', 'penjara', 'kait', 'babi', 'ngepet', 'sebab', 'onar', 'bedah', 'depok']"
"['pria', 'pondok', 'aren', 'tangerang', 'selatan', 'baik', 'toren', 'air', 'tewas', 'setrum', 'alir', 'listrik', 'korban', 'inisial', 'ah']"
"['pareidolia', 'fenomena', 'sosok', 'wajah', 'benda', 'salah', 'satu', 'makan', 'potret']"
"['bareng', 'masuk', 'ba', 'ba', 'indonesia', 'catat', 'naik', 'ribu', 'situasi', 'covid', 'global', 'kini']"
"['tragedi', 'kanjuruhan', 'arema', 'fc', 'vs', 'baya', 'surabaya', 'makan', 'korban', 'jiwa', 'berita', 'baru', 'tewas']"
"['berita', 'cnn', 'anggota', 'polisi', 'mutasi', 'papua', 'barat', 'anak', 'hina', 'idol', 'pop']"
"['menteri', 'ketenagakerjaan', 'percaya', 'minta', 'isi', 'formulir', 'bantu', 'subsidi', 'upah', 'bsu', 'blt', 'subsidi', 'gaji', 'hoax']"
"['ganjar', 'pranowo', 'aku', 'kejut', 'dengar', 'berita', 'eko', 'kuntadhi', 'eks', 'tum', 'ganjarist', 'hina', 'ning', 'imaz', 'pesan', 'warganet', 'via']"
"['bmkg', 'ungkap', 'faktor', 'menyababkan', 'kualitas', 'udara', 'jakarta', 'jelas', 'bmkg']"
"['irfan', 'hakim', 'tanboy', 'kun', 'damai', 'ingat', 'irfan', 'hakim', 'tanboy', 'kun', 'rumah', 'sang', 'presenter']"
"['adil', 'negeri', 'depok', 'gelar', 'sidang', 'baca', 'pledoi', 'dakwa', 'babi', 'ngepet', 'adam', 'ibrahim', 'pledoinya', 'acara', 'adam', 'ibrahim', 'tolak', 'sama', 'ratna', 'sarumpaet']"
"['gubernur', 'jawa', 'tengah', 'ganjar', 'pranowo', 'bursa', 'calon', 'presiden', 'usung', 'nasdem', 'opo', 'teh', 'pdi', 'ganjar']"
"['uring', 'uring', 'sulit', 'tidur', 'gara', 'gara', 'berita', 'tinggal', 'dunia', 'roy', 'kiyoshi', 'ngaku', 'obat', 'cerita', 'sudut', 'pandang']"
"['dasar', 'hasil', 'periksa', 'olah', 'tkp', 'polisi', 'kantong', 'nama', 'duga', 'laku', 'simak', 'berita', 'lengkap', 'via']"
"['adil', 'negeri', 'jakarta', 'selatan', 'tolak', 'gugat', 'konsumen', 'dfsk', 'glory', 'tuntut', 'ganti', 'rugi', 'mobil', 'tanjak', 'kasus']"
"['link', 'kuesioner', 'pln', 'hadiah']"
"['mona', 'ratuliu', 'putus', 'rawat', 'keponakan', 'nama', 'balint', 'cerita', 'mona', 'ratuliu', 'susu', 'sang', 'keponakan']"
"['final', 'ganda', 'putri', 'indonesia', 'open', 'saji', 'perang', 'saudara', 'main', 'jepang', 'nami', 'matsuyama', 'chiharu', 'shida', 'menang', 'rubber', 'game']"
"['as', 'roma', 'sambut', 'musim', 'nemanja', 'matic', 'francesco', 'totti', 'nilai', 'langkah', 'mantan', 'klub']"
"['acara', 'kamaruddin', 'simanjuntak', 'deolipa', 'yumara', 'lapor', 'bareskrim', 'polri', 'kait', 'duga', 'hoax', 'dittipidsiber', 'bareskrim', 'polri', 'dalam', 'lapor']"
"['gugat', 'konsumen', 'dfsk', 'glory', 'kuat', 'tanjak', 'putus', 'adil', 'negeri', 'jakarta', 'selatan', 'tolak', 'gugat']"
"['kepala', 'bmkg', 'dwikorita', 'karnawati', 'bicara', 'forum', 'intergovernmental', 'oceanographic', 'commission', 'executive', 'council', 'paris']"
"['winger', 'as', 'roma', 'nicolo', 'zaniolo', 'ungkap', 'jose', 'mourinho', 'ajar', 'salah', 'ajar', 'mourinho', 'kendali', 'emosi']"
"['gubernur', 'jateng', 'ganjar', 'pranowo', 'hadir', 'solo', 'car', 'free', 'day', 'sempat', 'warga', 'teriak', 'sapa', 'ganjar', 'presiden']"
"['jaksa', 'sebut', 'anhaf', 'alias', 'erayani', 'ancam', 'pidana', 'tahun', 'penjara', 'erayani', 'duduk', 'kursi', 'sakit', 'tipu', 'gelar', 'akademik']"
"['foto', 'masjid', 'ledak', 'kota', 'narayanganj', 'bangladesh', 'sholat', 'jamaah', 'tinggal', 'dunia']"
"['cair', 'dunia', 'milik', 'nilai', 'tukar', 'fantastis', 'ukur', 'mil', 'cair', 'banderol', 'harga', 'miliar']"
"['nicky', 'wu', 'kenal', 'salah', 'aktor', 'tampan', 'era', 'an', 'tampil', 'kritik', 'netizen']"
"['fakta', 'foto', 'unggah', 'twitter', 'foto', 'kota', 'seattle', 'salah', 'kota', 'jawa', 'tengah', 'lengkap']"
"['menteri', 'hubung', 'budi', 'karya', 'sumadi', 'menteri', 'ukm', 'teten', 'masduki', 'buka', 'soft', 'launching', 'stasiun', 'shelter', 'matraman', 'kampung', 'melayu', 'jakarta', 'timur']"
"['albert', 'einstein', 'jahat', 'manusia', 'milik', 'hadir', 'tuhan', 'hati', 'akun', 'facebook', 'saladin', 'menyebarluaskan', 'narasi', 'albert', 'einstein', 'jahat', 'manusia', 'milik', 'hadir', 'tuhan', 'hati']"
"['agam', 'peristiwa', 'jawa', 'barat', 'rekonstruksi', 'bunuh', 'pensiun', 'tni', 'lembang', 'bandung', 'barat', 'berita']"
"['isu', 'warga', 'dki', 'jakarta', 'corona', 'varian', 'omicron', 'bikin', 'heboh', 'kepala', 'dinas', 'sehat', 'kabupaten', 'bekas', 'sri', 'enny', 'mainiarti', 'kabar']"
"['pkb', 'jalin', 'hubung', 'gerindra', 'diam', 'diam', 'pacar', 'pks', 'demokrat', 'pkb', 'bicara', 'duet', 'prabowo', 'cak', 'imin', 'pilpres']"
"['konten', 'hoax', 'informasi', 'prabowo', 'narasi', 'jerat', 'hukum']"
"['mart', 'sponsor', 'resmi', 'ajang', 'formula', 'akun', 'facebook', 'unggah', 'postingan', 'narasi', 'klaim', 'mart', 'sponsor', 'resmi', 'ajang', 'balap', 'formula', 'langsung', 'jakarta', 'juni']"
"['anies', 'lari', 'eropa']"
"['guna', 'pakai', 'bekas', 'gera', 'donasi', 'giat', 'agama', 'dibisnisin', 'sih']"
"['sopir', 'honda', 'jazz', 'inisial', 'iar', 'tahan', 'polisi', 'tabrak', 'bocah', 'inisial', 'aar', 'tewas', 'jakarta', 'selatan', 'fakta']"
"['bupati', 'lombok', 'tengah', 'pathul', 'bahri', 'dukung', 'penuh', 'bangun', 'kereta', 'gantung', 'kaki', 'gunung', 'rinjani']"
"['fakta', 'klaim', 'salah', 'vaksin', 'mrna', 'teliti', 'anjur', 'hamil', 'tingkat', 'antibodi', 'janin', 'lengkap']"
"['indonesia', 'open', 'pasuk', 'babak', 'final', 'china', 'dominasi', 'tempat', 'wakil', 'sektor']"
"['arus', 'lintas', 'jalur', 'puncak', 'pagi', 'ramai', 'lancar', 'polisi', 'terap', 'one', 'way', 'puncak', 'arah', 'jakarta', 'siang']"
"['ketua', 'umum', 'pkb', 'muhaimin', 'iskandar', 'cak', 'imin', 'temu', 'ketua', 'umum', 'partai', 'gerindra', 'prabowo', 'subianto', 'temu', 'diam', 'prabowo', 'jalan', 'kertanegara', 'kebayoran', 'jakarta', 'selatan', 'jaksel']"
"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'waktu', 'menindaklanjuti', 'hasil', 'revisi', 'atur', 'polisi', 'kait', 'tinjau', 'sidang', 'komisi', 'etik', 'polri']"
"['ksal', 'kepung', 'kapal', 'perang', 'asing', 'lintas', 'ri', 'sebut', 'kabar', 'edar', 'informasi', 'bohong', 'alias', 'hoax']"
"['satpol', 'pp', 'jakarta', 'timur', 'turun', 'spanduk', 'isi', 'foto', 'gubernur', 'dki', 'anies', 'baswedan', 'presiden', 'republik', 'indonesia']"
"['foto', 'kota', 'jawa', 'tengah', 'akun', 'twitter', 'unggah', 'foto', 'klaim', 'foto', 'kota', 'semarang', 'jawa', 'tengah', 'akun', 'suara', 'kasihan', 'warga', 'jawa', 'tengah']"
"['konten', 'kreator', 'tiktok', 'nama', 'ilmon', 'mukbang', 'nasi', 'padang', 'tanggun', 'tanggung', 'habis', 'bungkus', 'lauk', 'rendang', 'tunjang']"
"['indra', 'kenz', 'buka', 'suara', 'perihal', 'bebas', 'tahan', 'surat', 'buka']"
"['pria', 'racik', 'kuah', 'soto', 'sengaja', 'tuang', 'botol', 'kecap', 'alhasil', 'makan', 'kecap', 'pake', 'soto', 'aksi', 'bikin', 'ngakak', 'sedih']"
"['budaya', 'thrifting', 'alias', 'belanja', 'barang', 'pakai', 'bekas', 'kembang', 'usul', 'thrifting']"
"['capres', 'umum', 'partai', 'nasdem', 'pimpin', 'surya', 'paloh', 'tiga', 'tokoh', 'riwayat', 'didik', 'kesan', 'kompeten']"
"['minum', 'rebus', 'tepung', 'kanji', 'gula', 'merah', 'rutin', 'sembuh', 'asam', 'lambung', 'edar', 'unggah', 'media', 'sosial', 'klaim', 'minum', 'rebus', 'tepung', 'kanji', 'gula', 'merah', 'rutin', 'sembuh', 'asam', 'lambung']"
"['jpu', 'dapat', 'pledoi', 'dakwa', 'babi', 'ngepet', 'adam', 'ibrahim', 'jpu', 'kisah', 'nabi', 'ibrahim', 'bawa', 'bawa', 'pledoi', 'milik', 'sama', 'buat', 'adam', 'ibrahim']"
"['gerard', 'pique', 'korban', 'kabar', 'selingkuh', 'gavi', 'rekan', 'tim', 'kisah', 'sungguh', 'teman', 'makan', 'teman']"
"['travelers', 'rencana', 'inap', 'hotel', 'perhati']"
"['video', 'padang', 'medan', 'turun', 'salju', 'video', 'klaim', 'padang', 'medan', 'sumatera', 'utara', 'turun', 'salju', 'fakta', 'jalan', 'padang', 'tutup', 'salju', 'busa']"
"['varian', 'delmicron', 'dadak', 'bincang', 'gabung', 'covid', 'varian', 'delta', 'omicron', 'pakar', 'informasi']"
"['wanita', 'kisah', 'bikin', 'hati', 'pilu', 'hamil', 'tampar', 'anak', 'lahir', 'suami', 'cerai']"
"['viktor', 'axelsen', 'juara', 'indonesia', 'open', 'main', 'denmark', 'menang', 'lawan', 'zhao', 'jun', 'peng', 'skor']"
"['fans', 'chelsea', 'harap', 'aktivitas', 'tim', 'bursa', 'transfer', 'the', 'blues', 'enggan', 'belanja', 'jor', 'joran', 'hormat', 'financial', 'fair', 'play']"
"['peristiwa', 'buah', 'heboh', 'berita', 'jabar', 'aksi', 'sadis', 'pria', 'siksa', 'bayi', 'monyet', 'konten', 'bayar', 'berita']"
"['jembatan', 'bangun', 'seberang', 'manusia', 'jembatan', 'bangun', 'hewan', 'lho', 'foto']"
"['motogp', 'jerman', 'seru', 'balap', 'bencana', 'ducati', 'francesco', 'bagnaia', 'jatuh']"
"['viral', 'suami', 'istri', 'sangka', 'luwu', 'timur', 'adopsi', 'bayi', 'anak', 'sahabat', 'polisi', 'sebut', 'berita', 'bohong', 'alias', 'hoax']"
"['pemuda', 'buang', 'uang', 'tabung', 'jalan', 'depresi', 'tinggal', 'nikah', 'kasih']"
"['deolipa', 'yumara', 'tim', 'kuasa', 'hukum', 'sambang', 'polres', 'metro', 'jakarta', 'selatan', 'lapor', 'aliansi', 'advokat', 'anti', 'hoax']"
"['pkb', 'malam', 'minggu', 'bareng', 'gerindra', 'jalin', 'partai', 'gerindra', 'hadap', 'milu']"
"['link', 'live', 'streaming', 'trans', 'saksi', 'motogp', 'jerman']"
"['tjahjo', 'kumolo', 'unggah', 'foto', 'kait', 'tol', 'cisumdawu', 'jawa', 'barat', 'jelas', 'kait', 'foto']"
"['tabrak', 'untun', 'jalur', 'denpasar', 'singaraja', 'banjar', 'pacung', 'desa', 'baturiti', 'taban', 'unit', 'bus', 'pariwisata', 'angkut', 'rombong', 'ajar', 'surabaya', 'jawa', 'timur', 'tabrak', 'bas', 'kendara', 'mobil', 'motor']"
"['artis', 'korea', 'nilai', 'milik', 'wajah', 'lokal', 'indonesia', 'jarang', 'gemar', 'mirip', 'artis', 'indonesia']"
"['video', 'viral', 'narasi', 'tol', 'becakayu', 'ambruk', 'kcic', 'video']"
"['jepang', 'kumpul', 'negara', 'simposium', 'pimpin', 'amfibi', 'pasifik', 'pals', 'tengah', 'tegang', 'china', 'korea', 'utara', 'rusia']"
"['epidemiolog', 'universitas', 'griffith', 'dicky', 'budiman', 'varian', 'delmicron', 'gabung', 'varian', 'delta', 'omicron', 'nyata']"
"['ketua', 'umum', 'gerindra', 'prabowo', 'subianto', 'ajar', 'wali', 'kota', 'solo', 'gibran', 'rakabuming', 'kuda', 'hambalang', 'tahun', 'jokowi', 'ajak', 'kuda', 'prabowo']"
"['tamara', 'bleszynski', 'ramai', 'dukung', 'sandung', 'ngaku', 'korban', 'gelap', 'aset', 'properti', 'respons', 'tamara', 'bleszynski']"
"['mobil', 'esemka', 'formula', 'jakarta', 'edar', 'media', 'sosial', 'postingan', 'sebut', 'mobil', 'esemka', 'ajang', 'balap', 'formula', 'jakarta', 'postingan', 'edar', 'tengah', 'pekan']"
"['phoebe', 'gates', 'putri', 'bungsu', 'bill', 'gates', 'postingan', 'baru', 'media', 'sosial', 'tampil', 'berani', 'bikini', 'laku', 'resah']"
"['video', 'ras', 'reptil', 'ciakahrr', 'duduk', 'asli', 'bumi', 'edar', 'unggah', 'video', 'twitter', 'makhluk', 'misterius', 'klaim', 'ras', 'reptil', 'ciakahrr', 'duduk', 'asli', 'bumi']"
"['geger', 'varian', 'corona', 'delmicron', 'gabung', 'varian', 'delta', 'omicron', 'muasal', 'muncul', 'kabar', 'delmicron']"
"['panggil', 'interview', 'pt', 'petrogas', 'jatim', 'utama', 'whatsapp', 'edar', 'informasi', 'whatsapp', 'kait', 'panggil', 'interview', 'pt', 'petrogas', 'jatim', 'utama']"
"['seri', 'motogp', 'sirkuit', 'sachsenring', 'jerman', 'malam', 'wib', 'saksi', 'live', 'streaming', 'motogp', 'jerman']"
"['nasdem', 'umum', 'nama', 'capres', 'ganjar', 'pranowo', 'anies', 'baswedan', 'jenderal', 'andika', 'perkasa', 'elektabilitas', 'tiga']"
"['balap', 'ducati', 'francesco', 'bagnaia', 'start', 'depan', 'balap', 'motogp', 'jerman', 'milik', 'rekor', 'buruk', 'sachsenring']"
"['batang', 'pohon', 'pisang', 'kabupaten', 'asah', 'sumut', 'tumbuh', 'buah', 'hidup', 'batang', 'pohon']"
"['polres', 'metro', 'jakarta', 'pusat', 'tangkap', 'direktur', 'televisi', 'swasta', 'direktur', 'televisi', 'swasta', 'tangkap', 'kait', 'duga', 'sebar', 'berita']"
"['mobil', 'toyota', 'innova', 'bernopol', 'il', 'warna', 'hitam', 'nangkring', 'batas', 'tabrak', 'pot', 'pohon', 'kawasan', 'gunungsari', 'akibat', 'lalin', 'padat']"
"['cita', 'citata', 'didi', 'mahardika', 'ngaku', 'rugi', 'hoax', 'nikah', 'rencana', 'lapor', 'sebar', 'berita', 'wadduh']"
"['kakek', 'tulungagung', 'tinggal', 'dunia', 'dadak', 'tinggal', 'bekas', 'lokalisasi', 'ngujang', 'muntah', 'muntah', 'hubung', 'intim', 'via']"
"['ksp', 'kabar', 'virus', 'corona', 'varian', 'omicron', 'infeksi', 'cikarang', 'barat', 'kabupaten', 'bekas']"
"['kaya', 'asia', 'gautam', 'adan', 'usaha', 'ambil', 'alih', 'usaha', 'media', 'berita', 'india', 'new', 'delhi', 'television', 'ltd', 'ndtv', 'info', 'lengkap']"
"['polisi', 'narasi', 'ampo', 'bersenpi', 'tewas', 'video', 'viral', 'polisi', 'usut', 'sebar']"
"['penasaran', 'sifat', 'pribadi', 'sungguh', 'coba', 'teskepribadian']"
"['meteor', 'jatuh', 'lapang', 'tanjur', 'bumi', 'bangkal', 'akun', 'twitter', 'tulis', 'cuit', 'meteor', 'jatuh', 'lapang', 'tanjung', 'bumi', 'bangkal', 'jawa', 'timur', 'mei']"
"['gibran', 'rakabuming', 'raka', 'kuda', 'ketua', 'umum', 'partai', 'gerindra', 'prabowo', 'subianto', 'prabowo', 'terima', 'kasih', 'gibran', 'unjung']"
"['pemprov', 'jabar', 'catat', 'berita', 'informasi', 'hoaks', 'pemprov', 'jabar', 'saber', 'hoaks', 'jsh', 'upaya', 'konter']"
"['tampil', 'zayn', 'malik', 'mantan', 'personil', 'one', 'direction', 'nali', 'tampil', 'zayn', 'malik']"
"['prabowo', 'subianto', 'ajak', 'anak', 'wali', 'kota', 'solo', 'gibran', 'rakabuming', 'raka', 'jan', 'ethes', 'srinarendra', 'kuda', 'bukit', 'hambalang']"
"['fakta', 'ungkap', 'dokter', 'bunuh', 'malang', 'korban', 'aksi', 'rumah', 'kontra', 'milik', 'teman', 'simak', 'berita', 'lengkap', 'via']"
"['chairman', 'ct', 'corp', 'chairul', 'tanjung', 'ct', 'temu', 'ridwan', 'kamil', 'gedung', 'paku', 'kota', 'bandung', 'ct', 'duka', 'ridwan', 'kamil']"
"['dasar', 'metode', 'kelompok', 'negara', 'pandai', 'dunia', 'negara', 'iq', 'tinggi']"
"['video', 'jajah', 'rusia', 'tiktok']"
"['sus', 'berita', 'hoax', 'arman', 'simak', 'jelas']"
"['lukis', 'kaca', 'nagasepaha', 'karya', 'seniman', 'bal', 'ketut', 'santosa', 'tarik', 'minat', 'kalang', 'tembus', 'pasar', 'internasional', 'potret']"
"['pakar', 'seks', 'dr', 'boyke', 'dian', 'nugraha', 'jelas', 'akibat', 'seks', 'bebas', 'fenomena', 'fwb', 'indonesia', 'dr', 'boyke']"
"['viral', 'media', 'sosial', 'video', 'sebut', 'layan', 'internet', 'mati', 'akibat', 'baik', 'kabel', 'laut', 'waspada', 'makan']"
"['acha', 'septriasa', 'tinggal', 'australia', 'korban', 'tinggal', 'acha', 'rindu', 'dunia', 'entertainment']"
"['mantan', 'latih', 'persib', 'bandung', 'mario', 'gomez', 'tanggap', 'tinggal', 'bobotoh', 'duka', 'unggah', 'video']"
"['siswa', 'sd', 'kabupaten', 'sinjai', 'sulsel', 'tinggal', 'timpa', 'pohon', 'kelapa', 'insiden', 'kakak', 'adik', 'sekolah']"
"['berita', 'populer', 'pekan', 'curhatan', 'istri', 'pergok', 'suami', 'selingkuh', 'aplikasi', 'media', 'sosial', 'michat', 'simak', 'cerita']"
"['warga', 'tebet', 'eco', 'park', 'tertib', 'tutup', 'warga', 'keluh', 'kawasan', 'atur', 'buka']"
"['gubernur', 'jawa', 'tengah', 'ganjar', 'pranowo', 'riak', 'warga', 'presiden', 'jalan', 'jalan', 'cfd', 'kota', 'solo', 'pagi']"
"['mari', 'angkat', 'topi', 'pep', 'guardiola', 'karier', 'latih', 'tahun', 'guardiola', 'bawa', 'tim', 'finis']"
"['botol', 'minum', 'pegang', 'jokowi', 'elon', 'musk', 'alat', 'terjemah', 'canggih']"
"['jaya', 'nokia', 'produsen', 'ponsel', 'besar', 'silam', 'hadir', 'momen', 'tarik', 'momen', 'bos', 'nokia']"
"['minta', 'maaf', 'arie', 'untung', 'berita', 'poligami', 'sorot', 'jelas', 'fenita', 'arie', 'isu', 'arie', 'untung', 'poligami']"
"['proses', 'beli', 'twitter', 'elon', 'musk', 'akan', 'hadir', 'mimpi', 'buruk', 'karyawan', 'hmm']"
"['artikel', 'judul', 'yusuf', 'mansur', 'lelang', 'motor', 'antik', 'harga', 'milyar', 'tanggap', 'netizen']"
"['publik', 'heboh', 'kabar', 'lesti', 'kejora', 'lapor', 'rizky', 'billar', 'kdrt', 'kabar', 'denise', 'chariesta', 'selingkuh', 'deret', 'berita', 'populer', 'pek']"
